OID_;navn;type;innfartsparkering;referanse;id;bruksområde;antall_avgiftsfrie_plasser;antall_avgiftsbelagte_plasser;plasser_reservert_handikappede;antall_ladeplasser;antall_parkeringsplasser_små_k;antall_parkeringsplasser_store_;areal;avgift;avgifts__restriksjonsinfo;vinterdriftsklasse;brøyterodenummer;strørodenummer;byggeår;eier;vedlikeholdsansvarlig;parkeringstilbyder_navn;parkeringstilbyder_id;organisasjonsnummer;versjonsnummer;skiltplan_id;kjøretøytype__dimensjonerende;adresse;postnummer;poststed;lengdegrad;breddegrad;ORIG_FID;Long;Lat
495;Sandhorngata 43;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;29991;;15;38;1;3;;;;;;;;;;;;AIMO PARK NORWAY AS;23;946359106;5;49960;;Sandhorngata 43;8008;BODØ;474726,279900000023190;7463012,469499999657273;8517;14,4135361;67,2826843
496;P ved Blomli barnehage mm;LANGS_KJOREBANE;NEI;Parkeringsregisteret;30211;;4;0;0;0;;;;;;;;;;;;SENJA KOMMUNE;3142;921369417;1;41278;;Øvre Hamna 34;9300;FINNSNES;618737,010899999993853;7683505,978199999779463;8552;18,0019817;69,2352753
497;Circle K, Breivika;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;63190;;14;0;0;6;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;1;97727;;Terminalgata 24;9019;TROMSØ;654194,613699999987148;7734884,154299999587238;8587;18,9804840;69,6770477
498;Biskop Kroghs gate 15 (Nordlandssykehuset);AVGRENSET_OMRADE;NEI;Parkeringsregisteret;63208;;7;0;0;0;;;;;;;;;;;;BODØ KOMMUNE;222;972418013;1;97844;;Biskop Kroghs gate 15;8005;BODØ;473875,999399999971502;7463091,984799999743700;8588;14,3937893;67,2833176
499;Lerøyhallen;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;31173;;3;56;3;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;1;43000;;Strandvegen 111;9006;TROMSØ;652467,596600000048056;7730216,210199999623001;8673;18,9282990;69,6362915
500;Storgata 40;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;31631;;6;19;1;1;;;;;;;;;;;;AIMO PARK NORWAY AS;23;946359106;1;44761;;Storgata 40;8006;BODØ;473514,503099999972619;7463231,440799999982119;8743;14,3853693;67,2845383
501;AMFI Narvik Malmporten;PARKERINGSHUS;NEI;Parkeringsregisteret;64449;;0;306;3;0;;;;;;;;;;;;TIME PARK SERVICE AS;113;991004343;1;99826;;Bolagsgata 1;8514;NARVIK;599350,126500000013039;7593655,508799999952316;8747;17,4229164;68,4380264
502;Finnsnes Trafikkstasjon;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;64468;;50;0;0;0;;;;;;;;;;;;SENJA KOMMUNE;3142;921369417;1;99825;;Steinbruddsveien 1A;9300;FINNSNES;623452,963899999973364;7684174,344999999739230;8749;18,1218567;69,2391434
503;Alti Svolvær - Biltema;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;64488;;0;65;6;0;;;;;;;;;;;;TIME PARK SERVICE AS;113;991004343;1;99844;;Lofotgata 52;8300;SVOLVÆR;481894,368000000016764;7569148,463800000026822;8750;14,5624533;68,2351685
504;Sentrum Syd;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;64688;;0;160;4;0;;;;;;;;;;;;ONEPARK AS AVD HOVEDKONTOR;481;999538959;1;100347;;Bjørn Wirkolas vei 15;9510;ALTA;815420,099999999976717;7783305,270100000314415;8766;23,2711124;69,9641037
505;Blåtindveien 10-12;LANGS_KJOREBANE;NEI;Parkeringsregisteret;32371;;14;0;1;0;;;;;;;;;;;;VÅGAN KOMMUNE DRIFT OG FORVALTNING ADMINISTRASJON;1102;874558672;1;44938;;Blåtindveien 12;8300;SVOLVÆR;482612,867399999988265;7570101,454300000332296;8848;14,5796595;68,2437668
506;Mølenosen, Kabelvåg;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;32372;;25;0;0;0;;;;;;;;;;;;VÅGAN KOMMUNE DRIFT OG FORVALTNING ADMINISTRASJON;1102;874558672;1;44939;;Mølnosveien 5;8310;KABELVÅG;476848,920600000012200;7567035,621899999678135;8849;14,4409924;68,2158585
507;Joker Henningsvær;LANGS_KJOREBANE;NEI;Parkeringsregisteret;32374;;8;0;0;0;;;;;;;;;;;;VÅGAN KOMMUNE DRIFT OG FORVALTNING ADMINISTRASJON;1102;874558672;1;44920;;Dreyers gate 69;8312;HENNINGSVÆR;466835,715599999995902;7560157,755599999800324;8850;14,2013865;68,1531830
508;Brugata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;32391;;5;0;1;0;;;;;;;;;;;;VÅGAN KOMMUNE DRIFT OG FORVALTNING ADMINISTRASJON;1102;874558672;1;44919;;Brugata 3;8300;SVOLVÆR;481706,000999999989290;7568813,641400000080466;8851;14,5579586;68,2321548
509;ALTI Svolvær;LANGS_KJOREBANE;NEI;Parkeringsregisteret;32411;;5;0;0;0;;;;;;;;;;;;VÅGAN KOMMUNE DRIFT OG FORVALTNING ADMINISTRASJON;1102;874558672;1;44899;;Lofotgata 33;8300;SVOLVÆR;481752,318000000028405;7568935,957299999892712;8855;14,5590572;68,2332535
510;;Parkering langs kjørebane;Nei;NVDB;87081632;3927;;;;;;;300,000000000000000;;;13753;;;;10718;19924;;;;;;;;;;346738,239999999990687;7222221,408999999985099;9102;11,7380753;65,0880127
511;Flostad;Avskjermet plass;;NVDB;89214501;3927;;;;;;;1500,000000000000000;;;;;;;;;;;;;;;;;;376727,028999999980442;7319085,000000000000000;9151;12,2865820;65,9686737
512;;Parkering langs kjørebane;;NVDB;89214759;;;;;;;;300,000000000000000;;;;;;;;;;;;;;;;;;383365,826999999990221;7314076,848000000230968;9152;12,4370279;65,9262924
513;??;Parkering langs kjørebane;;NVDB;89242626;3159;;;;;;;3500,000000000000000;;;;;;;;;;;;;;;;;;479397,311999999976251;7348908,500000000000000;9153;14,5413942;66,2594833
514;;Parkering langs kjørebane;;NVDB;89302759;3159;;;;;;;75,000000000000000;;;;;;;;;;;;;;;;;;396245,333999999973457;7388125,355999999679625;9154;12,6589165;66,5945206
515;;Parkering langs kjørebane;;NVDB;89307128;3159;;;;;;;600,000000000000000;;;;;;;;;;;;;;;;;;480535,742000000027474;7451383,384999999776483;9155;14,5502882;67,1788025
516;;Avskjermet plass;;NVDB;89307133;3159;;;;;;;850,000000000000000;;;;;;;10718;10448;;;;;;3111;;;;475646,126999999978580;7449897,617999999783933;9156;14,4376335;67,1651230
517;;Avskjermet plass;;NVDB;89307140;3159;;;;;;;500,000000000000000;;;;;;;;;;;;;;;;;;474219,739999999990687;7448160,360000000335276;9157;14,4050817;67,1494217
518;;Avskjermet plass;;NVDB;89309359;3159;;;;;;;600,000000000000000;;;;;;;;;;;;;;;;;;508314,369999999995343;7435226,360000000335276;9158;15,1909561;67,0343857
519;;Parkering langs kjørebane;;NVDB;89309529;3159;;;;;;;400,000000000000000;;;;;;;10718;10448;;;;;;;;;;514357,245999999984633;7437776,683000000193715;9159;15,3300514;67,0570374
520;;;;NVDB;89310082;3927;;;;;;;150,000000000000000;;;;;;;;;;;;;;;;;;436486,565999999991618;7413276,383000000379980;9160;13,5532818;66,8309860
521;;Parkering langs kjørebane;;NVDB;89310359;3927;;;;;;;45,000000000000000;;;;;;;;;;;;;;;;;;411046,906000000017229;7389785,459999999962747;9161;12,9914160;66,6140289
522;;Parkering langs kjørebane;;NVDB;89310429;3159;;;;;;;20,000000000000000;;;;;;;;;;;;;;;;;;411383,992000000027474;7385992,091000000014901;9162;13,0017624;66,5801163
523;ingen;Parkering langs kjørebane;;NVDB;89310499;3927;;;;;;;60,000000000000000;;;;;;;;;;;;;;;;;;410503,969999999972060;7385737,735000000335276;9163;12,9821186;66,5775833
524;;Parkering langs kjørebane;;NVDB;89314654;3159;;;;;;;200,000000000000000;;;;;;;;;;;;;;;;;;467079,856000000028871;7438523,519999999552965;9164;14,2430410;67,0622864
525;;Parkering langs kjørebane;;NVDB;89316730;3159;;;;;;;500,000000000000000;;;;;;;;;;;;;;;;;;467148,803000000014435;7433460,628999999724329;9165;14,2460365;67,0168762
526;;;;NVDB;89343788;;;;;;;;300,000000000000000;;;;;;;;;;;;;;;;;;536993,810999999986961;7554460,031999999657273;9167;15,8888426;68,1016159
527;;;;NVDB;89343789;;;;;;;;600,000000000000000;;;;;;;;;;;;;;;;;;537056,054000000003725;7554238,122999999672174;9168;15,8902617;68,0996170
528;;;;NVDB;89346930;;;;;;;;120,000000000000000;;;;;;;;;;;;;;;;;;533846,445999999996275;7507454,434000000357628;9169;15,7986469;67,6804352
529;;;;NVDB;89366598;;;;;;;;150,000000000000000;;;;;;;;;;;;;;;;;;383080,226000000024214;7291213,919999999925494;9171;12,4511375;65,7212753
530;;;;NVDB;89366603;;;;;;;;1200,000000000000000;;;;;;;;;;;;;;;;;;383503,626999999978580;7290402,495000000111759;9172;12,4610710;65,7141495
531;;;;NVDB;89368770;;;;;;;;390,000000000000000;;;;;;;;;;;;;;;;;;375561,210000000020955;7276129,188000000081956;9173;12,3015404;65,5832596
532;;;;NVDB;89378463;;;;;;;;150,000000000000000;;;;;;;;;;;;;;;;;;376801,700000000011642;7387764,593000000342727;9174;12,2211428;66,5841370
533;;;;NVDB;89381900;;;;;;;;150,000000000000000;;;;;;;;;;;;;;;;;;400678,786000000021886;7334021,798999999649823;9176;12,8017435;66,1109695
534;;;;NVDB;89381901;;;;;;;;192,000000000000000;;;;;;;;;;;;;;;;;;396111,599999999976717;7337638,299999999813735;9177;12,6978168;66,1419220
535;;;;NVDB;89381902;;;;;;;;600,000000000000000;;;;;;;;;;;;;;;;;;380393,196999999985565;7340672,672000000253320;9178;12,3470755;66,1635437
536;;;;NVDB;89381903;;;;;;;;200,000000000000000;;;;;;;;;;;;;;;;;;386438,092000000004191;7334301,851999999955297;9179;12,4866562;66,1086807
537;;;;NVDB;89381906;;;;;;;;180,000000000000000;;;;;;;;;;;;;;;;;;378358,967000000004191;7314979,646999999880791;9180;12,3263035;65,9325104
538;;;;NVDB;89381909;;;;;;;;900,000000000000000;;;;;;;;;;;;;;;;;;395025,396000000007916;7324506,673000000417233;9183;12,6845160;66,0238495
539;;;;NVDB;89381910;;;;;;;;375,000000000000000;;;;;;;;;;;;;;;;;;382538,332999999984168;7302516,637000000104308;9184;12,4292631;65,8223801
540;;;;NVDB;89382847;;;;;;;;144,000000000000000;;;;;;;;;;;;;;;;;;378344,044999999983702;7314968,088000000454485;9185;12,3259869;65,9324036
541;;Avskjermet plass;;NVDB;91525784;3159;;;;;;;200,000000000000000;;;;;;;;;;;;;;;;;;754196,846999999950640;7767321,758999999612570;9186;21,6354523;69,8888779
542;;Avskjermet plass;;NVDB;91526950;3159;;;;;;;200,000000000000000;;;;;;;;;;;;;;;;;;710152,373000000021420;7790928,313000000081956;9187;20,5490551;70,1387634
543;;Avskjermet plass;;NVDB;91527041;;;;;;;;150,000000000000000;;;;;;;;;;;;;;;;;;714971,359999999986030;7731177,589999999850988;9188;20,5328999;69,6015472
544;;Avskjermet plass;;NVDB;91527340;3927;;;;;;;300,000000000000000;;;;;;;;;;;;;;;;;;714441,555000000051223;7752009,966000000014901;9190;20,5680790;69,7879181
545;;Avskjermet plass;;NVDB;91577356;3926;;;;;;;;;;;;;;;;;;;;;;;;;735731,545000000041910;7749276,362999999895692;9191;21,1100426;69,7453003
546;;Parkering langs kjørebane;;NVDB;91615540;3159;;;;;;;160,000000000000000;;;;;;;;;;;;;;;;;;596666,349999999976717;7694423,564000000245869;9192;17,4557495;69,3418884
547;;Parkering langs kjørebane;;NVDB;91615541;3159;;;;;;;500,000000000000000;;;;;;;;;;;;;;;;;;597426,018000000040047;7693814,405000000260770;9193;17,4743996;69,3361511
548;;Parkering langs kjørebane;;NVDB;91661355;3927;;;;;;;;;nei;;;;;;;;;;;;;;;;585238,910999999963678;7647617,953999999910593;9194;17,1245308;68,9262924
549;;Parkering langs kjørebane;;NVDB;91663604;3160;;;2;;;;;;;;;;;;;;;;;;3111;;;;613893,054000000003725;7643228,003999999724329;9195;17,8327217;68,8765869
550;;Parkering langs kjørebane;;NVDB;92708627;3927;;;;;;;;;;;;;;;;;;;;;;;;;766494,271999999997206;7835601,341000000014901;9210;22,1621456;70,4842529
551;;Avskjermet plass;;NVDB;92708628;3927;;;;;;;500,000000000000000;;;;;;;;;;;;;;;;;;766492,280999999959022;7835582,783999999985099;9211;22,1620331;70,4840851
552;Honningsvåg kai;Parkering langs kjørebane;;NVDB;92719532;3927;;;;;;;200,000000000000000;;;;;;;;;;;;;;;;;;897040,756999999983236;7911359,423000000417233;9212;25,9692326;70,9811478
553;Arne`s plass, påske;Avskjermet plass;;NVDB;92719540;3159;;;;;;;100,000000000000000;;;;;;;;;;;;;;;;;;889581,375000000000000;7910106,070000000298023;9213;25,7616730;70,9820328
554;Selnes, påske;Avskjermet plass;;NVDB;92719541;3159;;;;;;;50,000000000000000;;;;;;;;;;;;;;;;;;888260,962000000057742;7910214,348000000230968;9214;25,7265263;70,9850693
555;Sigurs plass, påske;Avskjermet plass;;NVDB;92719542;3159;;;;;;;100,000000000000000;;;;;;;;;;;;;;;;;;888143,119999999995343;7909771,919999999925494;9215;25,7212009;70,9813614
556;Nils Toralfs plass, påske;Avskjermet plass;;NVDB;92719543;3159;;;;;;;100,000000000000000;;;;;;;;;;;;;;;;;;887763,662000000011176;7908288,167000000365078;9216;25,7037868;70,9688873
557;Finnhytta, påske;Avskjermet plass;;NVDB;92719565;3159;;;;;;;200,000000000000000;;;;;;;;;;;;;;;;;;887289,430000000051223;7914106,372999999672174;9217;25,7190971;71,0208893
558;Tufjord - gamle sandl. påske;Avskjermet plass;;NVDB;92719571;3159;;;;;;;500,000000000000000;;;;;;;;;;;;;;;;;;888143,777000000001863;7922039,105000000447035;9218;25,7808838;71,0894165
559;Raudabekken, påske;Avskjermet plass;;NVDB;92719572;3159;;;;;;;200,000000000000000;;;;;;;;;;;;;;;;;;888039,359999999986030;7921185,402999999932945;9219;25,7738762;71,0820618
560;Mortenbakken, påske.;Avskjermet plass;;NVDB;92719573;3159;;;;;;;175,000000000000000;;;;;;;;;;;;;;;;;;888851,900000000023283;7919506,718000000342727;9220;25,7877197;71,0659866
561;Natosvingen, påske;Avskjermet plass;;NVDB;92719576;3159;;;;;;;500,000000000000000;;;;;;;;;;;;;;;;;;890010,645000000018626;7916296,877000000327826;9221;25,8034363;71,0358734
562;Amm.husveien, påske;Avskjermet plass;;NVDB;92719577;3159;;;;;;;180,000000000000000;;;;;;;;;;;;;;;;;;891137,880000000004657;7916322,160000000149012;9222;25,8340836;71,0343018
563;Raskeila;Parkering langs kjørebane;;NVDB;92719585;3159;;;;;;;80,000000000000000;;;;;;;;;;;;;;;;;;893366,038999999989755;7894298,617999999783933;9223;25,7870235;70,8367996
564;Strandelva, påske;Avskjermet plass;;NVDB;92719587;3159;;;;;;;200,000000000000000;;;;;;;;;;;;;;;;;;887865,533999999985099;7883694,741000000387430;9224;25,5892200;70,7520065
565;Ve.botn, Påske;Avskjermet plass;;NVDB;92719588;3159;;;;;;;150,000000000000000;;;;;;;;;;;;;;;;;;888763,023999999975786;7882577,593999999575317;9225;25,6079197;70,7407608
566;Seljenes, påske;Parkering langs kjørebane;;NVDB;92719597;3159;;;;;;;120,000000000000000;;;;;;;;;;;;;;;;;;877734,662000000011176;7860455,077999999746680;9226;25,2125797;70,5625229
567;Jonsness.;Avskjermet plass;;NVDB;92719600;3159;;;;;;;200,000000000000000;;;;;;;;;;;;;;;;;;876177,724000000045635;7825061,757000000216067;9227;25,0151672;70,2524033
568;Salletjohka, påske;Parkering langs kjørebane;;NVDB;92719618;3159;;;;;;;120,000000000000000;;;;;;;;;;;;;;;;;;876656,515000000013970;7838561,610999999567866;9228;25,0867004;70,3708878
569;Bakkfjordfj./slaktepl. Påske;Avskjermet plass;;NVDB;92719634;3159;;;;;;;250,000000000000000;;;;;;;;;;;;;;;;;;853084,626000000047497;7887468,427000000141561;9230;24,6737232;70,8371277
570;Krokelv hyttefelt.;Avskjermet plass;;NVDB;92719636;3159;;;;;;;350,000000000000000;;;;;;;;;;;;;;;;;;851953,275999999954365;7883978,008000000379980;9231;24,6282272;70,8078766
571;Slotten kirke. Åpnes ved behov;Parkering langs kjørebane;;NVDB;92719638;;;;;;;;400,000000000000000;;;;;;;;;;;;;;;;;;849514,623000000021420;7877161,185999999754131;9232;24,5336227;70,7510452
572;Håkonbege. Påske;Avskjermet plass;;NVDB;92719652;3159;;;;;;;175,000000000000000;;;;;;;;;;;;;;;;;;860411,390000000013970;7861154,918999999761581;9233;24,7559433;70,5941010
573;Hyttefelt.;Parkering langs kjørebane;;NVDB;92719653;3159;;;;;;;75,000000000000000;;;;;;;;;;;;;;;;;;860539,959000000031665;7860960,425999999977648;9234;24,7585201;70,5922012
574;Hytteomr. Påske.;Avskjermet plass;;NVDB;92719654;3159;;;;;;;400,000000000000000;;;;;;;;;;;;;;;;;;861144,226999999955297;7860521,450000000186265;9235;24,7726841;70,5874557
575;Fossen. Påske;Avskjermet plass;;NVDB;92719655;3159;;;;;;;400,000000000000000;;;;;;;;;;;;;;;;;;861555,986999999964610;7860272,292000000365078;9236;24,7825451;70,5846634
576;Fossebakken;;;NVDB;92719656;3159;;;;;;;400,000000000000000;;;;;;;;;;;;;;;;;;862078,856999999959953;7860183,199000000022352;9237;24,7960491;70,5831223
577;Tverrusselv. Påske;;;NVDB;92719657;3159;;;;;;;150,000000000000000;;;;;;;;;;;;;;;;;;865630,444000000017695;7857027,178000000305474;9238;24,8765945;70,5501099
578;Tverrrusselva vest. påske;;;NVDB;92719658;3159;;;;;;;75,000000000000000;;;;;;;;;;;;;;;;;;865763,292999999946915;7856917,932000000029802;9239;24,8796406;70,5489502
579;Tverrrusselv. Påske;;;NVDB;92719659;3159;;;;;;;175,000000000000000;;;;;;;;;;;;;;;;;;865840,228000000002794;7856855,399000000208616;9240;24,8814087;70,5482864
580;Eidevann 2. Påske;Parkering langs kjørebane;;NVDB;92719660;3159;;;;;;;100,000000000000000;;;;;;;;;;;;;;;;;;867933,388000000035390;7854983,599000000394881;9241;24,9286957;70,5287094
581;Eidevann. Påske.;Parkering langs kjørebane;;NVDB;92719661;3159;;;;;;;100,000000000000000;;;;;;;;;;;;;;;;;;868344,979999999981374;7854580,513000000268221;9242;24,9378300;70,5245514
582;v/trafostasjonen. Påske.;Parkering langs kjørebane;;NVDB;92719662;3159;;;;;;;150,000000000000000;;;;;;;;;;;;;;;;;;868966,650000000023283;7853843,825000000186265;9243;24,9510612;70,5171356
583;Kifjord;Parkering langs kjørebane;;NVDB;92730791;3927;;;;;;;300,000000000000000;;;;;;;10718;17707;;;;;;;;;;949512,195999999996275;7913955,631000000052154;9244;27,3932819;70,9139023
584;;Parkering langs kjørebane;;NVDB;92732853;3927;;;;;;;700,000000000000000;;;;;;;10718;17707;;;;;;;;;;952828,042000000015832;7877394,399000000208616;9245;27,2808819;70,5876465
585;;Parkering langs kjørebane;;NVDB;92743510;3159;;;;;;;1500,000000000000000;;;;;;;10384;10604;;;;;;;;;;1057221,605999999912456;7793016,423000000417233;9246;29,4731083;69,6477661
586;Capperjohka grustak;;;NVDB;92743660;3159;;;;;;;400,000000000000000;;;;;;;10718;17707;;;;;;;;;;891325,459000000031665;7825403,944000000134110;9247;25,4118252;70,2327576
587;Fjelmabakken;;;NVDB;92743666;3159;;;;;;;100,000000000000000;;;;;;;10718;17707;;;;;;;;;;898903,010000000009313;7841965,450000000186265;9248;25,6857052;70,3670349
588;Kunes grustak;;;NVDB;92743675;3159;;;;;;;400,000000000000000;;;;;;;10718;17707;;;;;;;;;;928611,506999999983236;7844813,372999999672174;9249;26,4764805;70,3438797
589;Adansekv kraftverk anleggsveg;;;NVDB;92743679;3159;;;;;;;400,000000000000000;;;;;;;10718;17707;;;;;;;;;;934296,837000000057742;7848076,094999999739230;9250;26,6413269;70,3629227
590;Bergvann 1;;;NVDB;92743686;3159;;;;;;;200,000000000000000;;;;;;;10718;17707;;;;;;;;;;939331,702000000048429;7857962,256000000052154;9251;26,8236027;70,4410706
591;Bergvann 2;;;NVDB;92743688;3159;;;;;;;100,000000000000000;;;;;;;10718;17707;;;;;;;;;;939632,228000000002794;7858028,394000000320375;9252;26,8318176;70,4411316
592;Vian;;;NVDB;92743771;3159;;;;;;;288,000000000000000;;;;;;;10718;17707;;;;;;;;;;977115,815999999991618;7907675,240000000223517;9254;28,0932827;70,8073959
593;;;;NVDB;92759639;;;;;;;;400,000000000000000;;;;;;;;;;;;;;;;;;1079072,266999999992549;7863909,156999999657273;9255;30,4735451;70,2143631
594;;Parkering langs kjørebane;;NVDB;92759647;;;;;;;;80,000000000000000;;;;;;;;;;;;;;;;;;999108,381999999983236;7839519,326000000350177;9256;28,2746525;70,1699753
595;;Parkering langs kjørebane;;NVDB;118887757;3159;;;;;;;300,000000000000000;;;;;;;;;;;;;;;;;;573573,150999999954365;7582541,341000000014901;9285;16,7868671;68,3463058
596;;Parkering langs kjørebane;;NVDB;119360650;3927;;;;;;;250,000000000000000;;;;;;;;;;;;;;;;;;600058,770000000018626;7594065,792999999597669;9287;17,4405746;68,4414520
597;;;;NVDB;137039580;3159;;;;;;;150,000000000000000;;;;;;;;;;;;;;;;;;537940,130000000004657;7512303,509999999776483;9311;15,8968859;67,7234192
598;;Parkering langs kjørebane;;NVDB;137039631;3159;;;;;;;400,000000000000000;;;;;;;;;;;;;;;;;;538718,937999999965541;7515023,502000000327826;9312;15,9162455;67,7477112
599;;Parkering langs kjørebane;;NVDB;137039990;3159;;;;;;;75,000000000000000;;;;;;;;;;;;;;;;;;536400,447000000043772;7532379,205000000074506;9313;15,8671436;67,9036636
600;;Parkering langs kjørebane;;NVDB;137039991;3159;;;;;;;75,000000000000000;;;;;;;;;;;;;;;;;;536415,158000000054017;7532392,898000000044703;9314;15,8674994;67,9037857
601;;Parkering langs kjørebane;;NVDB;137120382;3159;;;;;;;200,000000000000000;;;;;;;;;;;;;;;;;;589309,042999999946915;7706026,741000000387430;9315;17,2800064;69,4484024
602;;Avskjermet plass;;NVDB;137437030;3159;;;;;;;500,000000000000000;;;;;;;;;;;;;;;;;;540966,305999999982305;7542152,771999999880791;9316;15,9795837;67,9907074
603;;Parkering langs kjørebane;;NVDB;141427174;3159;;;;;;;250,000000000000000;;;;;;;;;;;;;;;;;;507953,335000000020955;7531659,053999999538064;9317;15,1894274;67,8993835
604;;Parkering langs kjørebane;;NVDB;141474773;3159;;;;;;;200,000000000000000;;;;;;;;;;;;;;;;;;507852,892999999981839;7515139,441999999806285;9318;15,1858530;67,7512207
605;;Parkeringshus;;NVDB;141474789;3159;;;;;;;800,000000000000000;;;;;;;;;;;;;;;;;;509537,460000000020955;7516342,845999999903142;9319;15,2258253;67,7619629
606;;Parkering langs kjørebane;;NVDB;142010837;3159;;;;;;;100,000000000000000;;;;;;;;;;;;;;;;;;505833,092999999993481;7533984,975999999791384;9322;15,1390533;67,9202957
607;;Parkering langs kjørebane;;NVDB;142451118;3927;;;;;;;450,000000000000000;;;;;;;;;;;;;;;;;;569306,969000000040978;7594687,717000000178814;9325;16,6914082;68,4562759
608;Mikkelsby;Avskjermet plass;;NVDB;142798168;3927;;;;;;;450,000000000000000;;;;;;;;;;;;;;;;;;814869,307000000029802;7802876,899000000208616;9326;23,3265343;70,1384430
609;Akkarfjord;Parkering langs kjørebane;;NVDB;142798184;3927;;;;;;;500,000000000000000;;;;;;;;;;;;;;;;;;818563,351000000024214;7855674,033999999985099;9327;23,6194134;70,6021042
610;Stangnes fergekai;Parkering langs kjørebane;;NVDB;151806627;3927;;;;;;;5000,000000000000000;;;;;;;;;;;;;;;;;;564265,630000000004657;7630338,709999999962747;9340;16,5909271;68,7770920
611;;Parkering langs kjørebane;Ja;NVDB;163457435;3927;;;;;;;300,000000000000000;;;13754;;;;10718;19924;;;;;;;;;;339256,347000000008848;7193543,672000000253320;9351;11,6118374;64,8275909
612;Stormælen folkesti;;Ja;NVDB;167590855;3159;;;;;;;;;;;;;;10384;10604;;;;;;;;;;1051039,472999999998137;7796892,654000000096858;9357;29,3420010;69,6943665
613;Kryss Bugøynes;Parkering langs kjørebane;;NVDB;168600559;;;;;;;;200,000000000000000;;;;;;;10718;10448;;;;;;;;;;1038221,589999999967404;7829168,799999999813735;9358;29,2132797;70,0014648
614;;Parkering langs kjørebane;;NVDB;168600594;;;;;;;;60,000000000000000;;;;;;;10718;10448;;;;;;;;;;1040507,442999999970198;7830774,440000000409782;9359;29,2810707;70,0106812
615;;Parkering langs kjørebane;;NVDB;168600702;;;;;;;;30,000000000000000;;;;;;;10718;10448;;;;;;;;;;1043519,292000000015832;7831278,514000000432134;9360;29,3606281;70,0087814
616;;Parkering langs kjørebane;;NVDB;168600709;;;;;;;;30,000000000000000;;;;;;;10718;10448;;;;;;;;;;1043663,753000000026077;7831231,455000000074506;9361;29,3640079;70,0080719
617;;Avskjermet plass;;NVDB;171035714;3159;;;;;;;150,000000000000000;;;;;;;;;;;;;;;;;;470240,614999999990687;7440387,122000000439584;9363;14,3152399;67,0793304
618;;Avskjermet plass;;NVDB;171036137;3159;;;;;;;250,000000000000000;;;;;;;;;;;;;;;;;;477446,085000000020955;7451654,088000000454485;9364;14,4788551;67,1810150
619;;Avskjermet plass;;NVDB;171468430;3159;;;;;;;500,000000000000000;;;;;;;10718;;;;;;;;;;;496836,098999999987427;7432748,724000000394881;9365;14,9274006;67,0122604
620;;Parkering langs kjørebane;;NVDB;171468444;3159;;;;;;;250,000000000000000;;;;;;;;;;;;;;;;;;496536,956999999994878;7432486,531000000424683;9366;14,9205446;67,0099030
621;;Parkering langs kjørebane;;NVDB;171468450;3159;;;;;;;275,000000000000000;;;;;;;;;;;;;;;;;;496274,701000000000931;7432276,871000000275671;9367;14,9145336;67,0080185
622;;Avskjermet plass;;NVDB;171468463;3159;;;;;;;3652,000000000000000;;;;;;;;;;;;;;;;;;495648,619999999995343;7431875,614000000059605;9368;14,9001856;67,0044174
623;;Avskjermet plass;;NVDB;171468547;3159;;;;;;;500,000000000000000;;;;;;;;;;;;;;;;;;494914,381999999983236;7431795,638000000268221;9369;14,8833466;67,0036850
624;;Parkering langs kjørebane;;NVDB;171468559;3159;;;;;;;200,000000000000000;;;;;;;;;;;;;;;;;;494371,430999999982305;7431247,463999999687076;9370;14,8709183;66,9987564
625;;Parkering langs kjørebane;;NVDB;171468566;3159;;;;;;;253,000000000000000;;;;;;;;;;;;;;;;;;494120,077999999979511;7430991,718999999575317;9371;14,8651667;66,9964600
626;;Parkering langs kjørebane;;NVDB;171468571;3159;;;;;;;260,000000000000000;;;;;;;;;;;;;;;;;;494062,337999999988824;7430888,970999999903142;9372;14,8638477;66,9955368
627;;Parkering langs kjørebane;;NVDB;171468590;3159;;;;;;;200,000000000000000;;;;;;;;;;;;;;;;;;493712,132999999972526;7430920,203999999910593;9373;14,8558159;66,9958115
628;Tårnet;Parkering langs kjørebane;;NVDB;175931168;3159;;;;;;;700,000000000000000;;;;;;;10718;10448;;;;;;;;;;1093153,625000000000000;7805085,980000000447035;9381;30,4433403;69,6743469
629;Tamarsjokvannet;Parkering langs kjørebane;;NVDB;175931216;3159;;;;;;;150,000000000000000;;;;;;;10718;10448;;;;;;;;;;1094076,260000000009313;7807969,956000000238419;9382;30,4849033;69,6972046
630;Vintervoll;Parkering langs kjørebane;;NVDB;175931223;3159;;;;;;;1000,000000000000000;;;;;;;10718;10448;;;;;;;;;;1093857,966000000014901;7808838,464999999850988;9383;30,4850864;69,7052002
